,spot_id,name,price,description,picurl
15,2021015,磁器口古镇,0,来磁器口古镇，这个当年热闹的水陆码头，踩踩青石板路，品尝当地的美食小吃，找个茶馆坐坐，感受下老重庆的风土人情。因为距离市区很近，如今的古镇也是市民休闲娱乐的好去处。根据指示牌游玩即可古镇有十几条街巷，两旁边都是明清风格的建筑，古镇不大，根据指示牌步行游览完全没有问题。虽然游客眼前的一切，都是近年来重新翻新的，不过这并不影响你在这里感受“老重庆”。镇上有不少景点钟家院、通家院等是古镇中典型的川东山地民居，值得一看。镇上的宝轮寺，有千年历史，可以敬香祈福。街边还有不少茶馆，找一家坐坐，当年的水手、袍哥大爷等都喜爱出入此间。喝茶的同时，有机会欣赏到当地的民间艺术，如：川剧坐唱、四川清音等。当地知名小吃：陈麻花古镇内能够品尝到很多当地的美食和小吃。毛血旺、千张皮和椒盐花生是镇上的“美食三绝”。更出名的是“陈麻花”，镇上有很多家“陈麻花”，哪家最正宗？可以看看哪家门店前排队最长。古镇距离歌乐山的白公馆、渣滓洞不算远，可以一并游玩。,image/100o1f000001gp3ou6D63_D_256_180.jpg
16,2021016,渣滓洞,0,渣滓洞，位于重庆市郊歌乐山下，三面环山，地势隐蔽，原为人工采煤的小煤窑，因渣多煤少而得名，1938年开始被改造成秘密监狱，用来关押和迫害革命者，其中包括著名的革命烈士江竹筠（江姐）。分为内、外两院渣滓洞看守所分内、外两院。内院有16间男牢，2间女牢。在这里你可以看到当年的标语，如：“青春一去不复还，细细想想”、“认明此时与此地，切莫执迷”“迷津无边，回头是岸”。恐怖的刑具外院是特务们的办公室和刑讯室。刑讯室内有审讯台、铁锁链、竹签、辣椒水、老虎凳等刑具用品。在外院的墙上，写着“长官看不到、想不到、听不到、做不到的，我们要替长官看到、想到、听到、做到”等标语。渣滓洞不远处就是白公馆，可以乘坐当地的三轮摩托车前往，车费约5元/人。,image/CggYG1Yx1YWAO-oRAB3Os74pZlU731_D_256_180.jpg
17,2021017,白公馆,0,白公馆，原为军阀白驹的别墅，也是小说《红岩》的原型地之一，真实再现了当年那段残酷的囚禁生活。关押过小萝卜头白公馆曾经关押过：抗日爱国将领黄显声，同济大学校长周均时，徐林侠夫妇及幼子（就是小萝卜头）等。1943年中美特种技术合作所成立后，白公馆改为招待所，其关押人员被迁往附近的渣滓洞，1947年4月回迁。革命者大部分被杀害1949年10月，新中国成立的消息传到了这里，革命者欣喜若狂。被关押在白公馆监狱的罗广斌、陈然、丁地平100多人难平心中的激动，他们用一床红色的被单和几个纸剪的五角星做了一面红旗。红旗做好以后被藏在牢房的地板下，胜利的前夜，除了罗广斌同志脱险以外，其他同志全部光荣牺牲。,image/CggYHFYx1n2AEhLhACHT2206rBU512_D_256_180.jpg
18,2021018,马房湾66号七彩巷,0,,image/01A491200044a70pt4269_D_256_180.jpg
19,2021019,海棠烟雨公园,0,海棠烟雨公园位于长江之滨的南滨路，依山傍水，横贯东西。这里车水马龙，游人如织，热闹非凡，在这条锦缎般的南滨路上，犹如镶嵌着一颗璀璨夺目的明珠。海棠烟雨公园由植物带、雕塑群、观景木平台、中心广场、瀑布等组成，公园下层的酒吧一条街更是风情万种。景区内还建有重庆民族风情的浮雕，十大名花木浮雕，刻有大量诗词歌赋。最著名的这里拥有国内最大的音乐喷泉，能够一览水世界的精彩。,image/100l1f000001gqg4j2E88_D_256_180.jpg
20,2021020,武隆天生三桥,0,武隆天生三桥，属于典型的喀斯特地貌，罕见的地质奇观旅游区，也是电影《满城尽带黄金甲》和《变形金刚4》的取景地。景区位于武隆县仙女山镇，游客一般是在仙女镇的游客中心购票后，乘坐景区提供的环保车到达景区。三桥夹两坑武隆天生三桥由天龙桥、青龙桥、黑龙桥三座天生石拱桥组成，是亚洲最大的天生桥群。三座桥横跨在羊水河峡谷之上，石桥的跨度和距离峡谷底部均在百米以上。三座石桥将峡谷两岸的山体连在一起，形成了“三桥夹两坑”的奇特景观。石桥之间所夹的坑，也称为“天坑”。游玩路线游客进入景区后，可以乘坐观光电梯下到谷底（电梯费用包括在门票内）的天坑中，再沿着坑底幽静的小道步行游览。此时环顾四周，满目苍翠，有溪水流淌；抬头仰望，四处是悬崖万丈，有山泉从上飞泻而下。电影场景在天龙桥附近的天坑中，建有仿唐建筑“天福客栈”，就是张艺谋导演的《满城尽带黄金甲》的外景地，这座客栈耗资千万。这里还是《变形金刚4》的中国取景地，如今景区内还有电影中机械怪物的造型。乘坐环保车去龙水峡游玩后，你可以走到景区出口，途中有一段上坡路，也可以乘坐电瓶车到出口。游客在景区出口，可以乘坐环保车回到镇上的游客中心，或者在这里乘坐环保车前往附近的龙水峡地缝继续游玩（需要先购买地缝的门票才能乘车前往）。,image/100r1f000001gon4z4B71_D_256_180.jpg
21,2021021,龙水峡地缝,115,龙水峡地缝，由千万年前造山运动而形成，壁陡峡深，是典型的喀斯特地质奇观，在这里可以感受地下穿行的乐趣。地缝位于武隆县仙女山镇境内，与天坑景区（天生三桥）相距很近，可以同一天游玩。大部分游客从仙女山镇的游客中心出发，先游玩天坑景区，然后在天坑景区出口处，乘中转车前往地缝景区（需要先购买门票），你也可以从游客中心直接前往地缝景区。地缝峡谷长5公里，可游玩路段约2公里，由入口地缝、中途穿洞、出口地峡三段组成。峡谷深200至500米不等，两边悬崖千仞、岩壁绝险。谷内原始森林茂密，飞瀑溪流不绝、气势磅礴。乘坐观景电梯下到半山腰，再沿着山壁上的台阶逐步走下地缝谷底，沿着奔腾的地下暗河前行，沿途时有飞瀑喷薄而下，汇入脚下的暗河中。峡谷两侧是嶙峋的山石，仰头则只见一线天光。沿着山壁上的栈道缓缓前行，经过穿洞区域。洞内石钟乳密布，形态各异，美轮美奂。继续前行，峰回路转间既来到峡谷出口。在景区出口处，可以乘坐中转车回到仙女山镇的游客中心，行程约20分钟左右。,image/10051f000001gstlsF9FD_D_256_180.jpg
22,2021022,龙门浩老街,0,龙门浩老街——龙门浩历史文化街区总用地面积540亩，总建设规模18万平方米，是重庆主城区保存较完好、规模较大的历史文化老街。包含枣子湾、米市街、下浩、周家湾、觉林寺、董家桥、葡萄院、望耳楼、马鞍山、建业岗等显著地点。,image/010551200086wik5cED91_D_256_180.jpg
23,2021023,南山一棵树观景台,20,南山一棵树观景台位于重庆南岸区南山上，包括一棵树观景亭和野外休闲区，可同时容纳上千人，是观赏山城夜景的最佳地点之一。站在观景台上，远远望去，重庆渝中区万家灯火；环抱的两江，流光溢彩；飞跨的长桥，轮廓清晰；层见叠出，错落有致，色彩缤纷的整座城市，在夜空的衬托下美轮美奂，光彩夺目。,image/CggYHFY8WYaAQzCIAB4j2fcIL1I819_D_256_180.jpg
24,2021024,南滨路,0,重庆南滨路处于重庆市的中心地位，它北临长江，背依南山，可观最美渝中夜景；历史悠久的巴渝文化、宗教文化、开埠文化、大禹文化、码头文化、抗战遗址文化如珍珠般遍布沿线，使南滨路获得了“重庆外滩”的美誉。南滨路旅游观光区集防洪护岸、城市道路、旧城改造和餐饮、娱乐、休闲为一体的城市观光休闲景观大道。南滨路除了举办各式各样的美食节、具有重庆特色的火锅节，还举办充满时尚文化气息的大型活动。,image/100o1f000001gp4ffE5DE_D_256_180.jpg
25,2021025,钟书阁,0,走进店里，马上就可以体会“钟书”的含义，两层楼面，上上下下、四面八方都是书，连门厅的地下(铺着玻璃)、楼梯一侧等等，都放着书，层层叠叠，密密麻麻。书店自然要营造满目皆书的视觉效果，但这里所有的大空间都被分隔成一间间带有不同主题的小书房，显得非常精致，体贴。而且每个房间设计都很独到，富有艺术气息，令人产生在大英图书馆阅读的错觉。讨论室、小画廊、写作室、咖啡室等休闲区都被安排得周到而合适，很有节奏感。独特的建筑装修风格，安静的文化氛围，它被读者称为“最美的书店”，看来是当之无愧的。,image/100g1f000001gqx0u4D22_D_256_180.jpg
26,2021026,朝天门广场,0,朝天门广场，位于重庆市渝中区的东北部，渝中半岛的顶端，这里地处长江和嘉陵江的汇流处，站在广场中，两江三地的景色尽收眼底。朝天门广场的前端，碧绿的嘉陵江水与褐黄色的长江水汇合；东面是江北区宏伟的重庆大剧院；西面是南岸区灯火辉煌的南滨路。广场还是当地市民的休闲场所，天气好时，有不少人在这里放风筝。朝天门，原为老重庆规模最大的一座城门，称为“古渝雄关”，是古代重庆地方官吏迎接皇帝圣旨的地方，1927年城门被拆除。如今，当地政府准备把这里打造成“新重庆”的标志之一，具有国际时尚性的区域。朝天门广场附近的码头，是夜游两江的出发地。,image/100o1f000001gp3758CD8_D_256_180.jpg
27,2021027,夜游两江,0,不览夜景，未到重庆。重庆两江游夜景，巧妙地将重庆山水与闻名天下的重庆夜景相结合。在游船上观赏重庆夜景，迎着习习江风，举目远望长滨路、嘉滨路绚丽的城区，色彩斑斓的灯光倒映在江中，流光溢彩格外诱人，沿江高低不同的建筑，在灯光的照耀下错落有致。金碧皇宫号，豪华级游轮，音响、灯光、投影仪设备齐全，有超大甲板贵宾厅等，多个豪华的江景包房。“朝天门”游轮，是精心打造的豪华游轮，是“朝天宫”游轮的升级版，在功能上也趋于完善。,image/01A2a32153o1fe1tcED33_D_256_180.jpg
28,2021028,涂鸦一条街,0,,image/100r1f000001goqixAA28_D_256_180.jpg
29,2021029,皇冠大扶梯,2,皇冠大扶梯位于渝中区两路口的皇冠大扶梯，是重庆这座山城的特色交通之一，扶梯一头连着皇冠大厦，一端是菜园坝火车站。扶梯全长约112米，运行时间约2.5分钟。皇冠大扶梯的速度比一般扶梯快很多，加上30度的倾斜角度，在视觉上非常的刺激。电视娱乐节目《极限挑战》曾经在这里拍摄过。,image/100u1f000001gq9ok26DD_D_256_180.jpg
30,2021030,懒坝国际禅境艺术度假区,0,坐落于蜿蜒流淌的乌江北岸，与白岛山遥遥相望，常年云雾环绕，林木青翠、海拔1025米，全年平均气温15℃，具有高浓度的负氧离子，是理想的天然氧吧。度假区一期拥有集结奇异花卉的大地艺术花园、休闲娱乐的懒人村落以及贯穿整个景区的武隆懒坝国际大地艺术季，涵盖爱的小径、漂浮的岛屿、心跳博物馆、竹音剧院、泥土绘馆等20多个景点，是一个以自然风貌为基底，以当代艺术为驱动，融观光旅游、国际人文、休闲养生于一体的创新形全域文化旅游景区。,image/350k17000001194j095D6_D_256_180.jpg
31,2021031,重庆两江名流汇 ,0,,
32,2021032,八一好吃街,0,,
33,2021033,两路口皇冠大扶梯,2,,image/01A6a120006ay86toF76D_D_256_180.jpg
34,2021034,南滨路钟楼,0,重庆南滨路因汇集了天南地北的美食和瑰丽的滨江风光而成为了重庆一张亮丽的名片。而钟楼这张亮丽的名片上又增添了浓墨重彩的一笔。此处俨然成了人们休闲和观赏渝中半岛风光和长江、嘉陵江两江交汇景色的绝美之处。,image/100o1c000001dsdjiD6A2_D_256_180.jpg
35,2021035,凯旋路电梯,0,,image/10031f000001gs1rkE48B_D_256_180.jpg
36,2021036,WFC会仙楼观景台,0,WFC会仙楼观景台位于交通便利的渝中区解放碑重庆环球金融中心73/74层，乘坐高速电梯约52秒即可到达顶端。游客在观景台可俯瞰两江交汇及渝中半岛全景，享受视觉盛宴。建筑高约339米，傲立渝中半岛，比传统的南山观景台高出近100米。在这里360°环形玻璃幕墙同时可俯瞰两江交汇、十四座横跨桥都重庆的大桥以及立体都市全景，感受3D魔幻山城独有的地理奇观和重庆日新月异的盛况。夜幕降临后，观景台更是与江北大剧院、南滨路、南山等标志性建筑景观遥相呼应，是欣赏山城夜景的好地方。受重庆多雾天气影响，在观景台也有机会观赏罕见的云海景观，徜徉其中，犹如云中漫步，遨游仙境。,image/100l1f000001gqgnr55BC_D_256_180.jpg
37,2021037,重庆两江游,0,不览夜景，未到重庆。重庆两江游巧妙地将重庆山水与闻名天下的重庆夜景相结合。在游船上观赏重庆夜景，迎着习习江风，举目远望长滨路、嘉滨路绚丽的城区，色彩斑斓的灯光倒映在江中，流光溢彩格外诱人，沿江高低不同的建筑，在灯光的照耀下错落有致。而且现在还开通了白天的游船班次，除了可以欣赏重庆夜景，现在还能欣赏白天的重庆特色的景观地标。,image/100o1f000001gp2747A82_D_256_180.jpg
38,2021038,梦幻奥陶纪景区,220,"梦幻奥陶纪景区位于重庆万盛，距重庆主城1.5小时车程，位于重庆万盛黑山之巅，海拔1300米，拥有无以伦比的自然景观资源和独特的喀斯特地形地貌。景区以五大类项目为核心全力原创打造，包括有高空极限类、高空刺激类、高空体验类、游乐趣玩类、自然景观类。各种创新的“悬崖、高空、刺激、惊险项目”成就了景区的独特疯狂刺激，更成就了奥陶纪景区全球独树一帜的原创悬崖景区。奥陶纪拥有吉尼斯世界纪录的“天空悬廊”,获得“最长的悬挑空中玻璃走廊”称号！还有被评为“全球九大最惊险高空项目”之一的“极限飞跃”；更有刺激至极的18米、21米 “悬崖恐怖秋千”；以及在300米的悬崖之上急速上下的“悬崖跳崖机”；享天空中飞翔之感的“高空速滑”；悬挂半空没有回头路的“丛林飞跃”等几十项高空挑战项目，成为了“胆小者的挑战、勇敢者的乐园”，人生必挑战一次的特色悬崖景区。  景区的儿童欢乐谷、梦幻冰雪王国、恐龙冰雪世界等游乐项目也一定会让你和孩子们童心绽放！此外，景区陆续新增如悬崖自行车、悬崖蹦极、火箭蹦极、跳崖机等高空刺激项目和以及正在修建的悬崖飞车、高空蹦极等，让你疯狂嗨玩，爱刺激就来奥陶纪！此外景区拥有完善的配套设施，包括可住宿酒店—梦幻小镇、餐饮街、温泉等配套项目，形成了集高空挑战、自然观光、实景表演和餐饮住宿为一体的综合性景区，让您在挑战自我、体验惊险刺激之余，放松心情，来一次愉快的度假旅行。",image/100p1f000001gpde504A6_D_256_180.jpg
39,2021039,观音桥步行街,0,观音桥步行街地处重庆市江北区，是重庆著名商圈之一。商圈内有新世界百货、新世纪百货、大融城等众多的百货公司。来到这里，你不但能够满足购物的向往，还能有不少餐厅店供你选择。如今，这里也是重庆八大新地标之一、中国十大著名商业步行街之一。,image/100h1f000001grtiuBC25_D_256_180.jpg
40,2021040,重庆洪崖洞,0,洪崖洞重逢1980街区位于洪崖洞五楼，以“故城·故事、重庆·重逢”为主题，围绕重庆市井气和老巷场景文化，真实还原80、90年代市井百态，电影级的置景水准让人“一秒穿越回80、90年代”——5路电车、山城宽银幕电影院、坝坝茶、Disco广场等复古场景重现，更有非遗匠人、年代舞团、街机游戏、网红演艺等互动。街区内山城宽银幕电影院还设有《寻找邓丽君》全息MR互动音乐秀，可实现裸眼3D观看邓丽君“亲自”演唱经典歌曲。,image/0104h120008461ccb1C12_D_256_180.jpg
41,2021041,人民大礼堂,10,"人民大礼堂位于人民路，建于1950年代，是一座精美的仿古民族建筑群，也是重庆的标志建筑物之一。大礼堂采用了明清的建筑特色，传统的中轴线对称，在外观上仿造北京天坛祈年殿。大礼堂最初建设时曾命名为""西南军政大会堂""，建成后即正式命名为""西南行政委员会大礼堂""，1955年改名""重庆人民大礼堂""至今。大礼堂现在是剧院和会议中心，是重庆人代、党代会召开的地方。重庆设立直辖市后，大礼堂前改建为有草坪与喷泉的人民广场。夜晚，大礼堂在灯光的照耀下，非常漂亮，有很多当地大妈，在礼堂前的广场上跳舞。大礼堂对面是中国三峡博物馆，可以一并游玩。",image/10081f000001gqg9o5496_D_256_180.jpg
42,2021042,湖广会馆,0,湖广会馆又名禹王庙，是广东公所、齐安公所、禹王宫等古建筑群的统称，始建于清乾隆二十四年（1759），是当年湖北、湖南在渝商人的聚会之所。会馆内的戏楼戏台中，拥有精美的环楼木雕，非常精美，值得一看。历史上的重庆贸易发达，吸引了大量外地商人进入，各地商人纷纷在重庆开设会馆，昔日重庆有著名的八省会馆之说。其中建筑最宏伟气派的要数财力雄厚的湖广会馆和江西会馆。这两大会馆和相毗邻的广东会馆都在商业集中繁华的下半城的东水门内，形成庞大的建筑群，现今合称湖广会馆。湖广会馆建筑中的浮雕镂雕十分精湛，特别是在禹王宫、广东公所和齐安公所内的戏楼中，题材主要为西游记、西厢记、封神榜和二十四孝等人物故事的图案，每个故事旁边都刻有寓意福气的蝙蝠、花草、瑞兽等。会馆内还设有重庆湖广填四川移民博物馆，它馆内再现了人类移民史上一次极为重要的移民浪潮——湖广填四川移民。这次移民的过程，对日后川渝地区文化经济生活产生了重要的影响。,image/100g1f000001gqwys30A4_D_256_180.jpg
43,2021043,两路口大扶梯,2,皇冠大扶梯位于渝中区两路口的皇冠大扶梯，是重庆这座山城的特色交通之一，扶梯一头连着皇冠大厦，一端是菜园坝火车站。扶梯全长约112米，运行时间约2.5分钟。皇冠大扶梯的速度比一般扶梯快很多，加上30度的倾斜角度，在视觉上非常的刺激。电视娱乐节目《极限挑战》曾经在这里拍摄过。,image/100u1f000001gq9ok26DD_D_256_180.jpg
44,2021044,两江国际影视城,20,重庆两江国际影视城（原民国街），以“民国历史”、“巴蜀特色”为主题的特色街区，在渝北区两江新区所属的龙兴工业园区内。景区内重现了民国时期重庆的著名建筑和景致，有国泰戏院、新华日报、馨雅咖啡、皇宫照相馆，还有一些具有旧重庆特色的博物馆、酒吧、商店、火锅博物馆、相机博物馆、民国主题酒吧等。冯小刚执导、重庆电影集团首部投资的影片《一九四二》以该街道作为重要取景地。,image/10051f000001gsq002CEA_D_256_180.jpg
