,spot_id,name,price,description,picurl
10,2023010,慕田峪长城,45,慕田峪长城位于北京市怀柔区境内，西接居庸关长城，东连古北口，自古以来就是守卫北京的军事要冲，被称为“危岭雄关”。慕田峪长城建筑构造风格独特，敌楼密集，尤三座敌楼并矗一台的正关台，更是长城中罕见。22座敌楼密集慕田峪长城多建在外侧陡峭的崖边，依山就势，以险制厄。长城墙体高七八米，墙顶宽四五米，建筑材料以花岗石为主，雄伟坚固。慕田峪长城敌楼密集，目前开放的2250米长城段中，有22座敌楼。其中从一台（大角楼）到四台（正关台）不到500米的距离上，就有敌楼4座，这种密集的敌楼分布模式，是其他长城所不具备的。登长城路线参考大多数游人沿着登城步道徒步登上长城。景区共有两条步道，分别从南北两个检票口处开始，北检票口可步行至从第10台、第8台登上长城；南检票口可步行至从第8台和第6台登上长城。两条步道距离相似，约1500米左右。如果不想在步道上消耗过多体力，可以选择乘坐北检票口旁的索道，索道上站位于第14台附近。慕田峪长城目前开放的城段约2250米，东南端是慕田峪第一台大角楼，往西北走，可以到达4号台（正关台），看看三座敌楼并矗一台的稀奇构造。继续向前，城墙相对平缓好走，可一直走到西北端的第22台，之后可从14台乘坐索道下山。如果有兴趣，原路返回到第6台附近，这里还设置有一条号称“旱地雪橇”的滑道，沿着山坡，你可以一直滑到南检票口旁，就这么轻松地下山了。,image/0104j120006p3qa0gA978_D_256_180.jpg
11,2023011,鸟巢,40,,
12,2023012,水立方,30,目前水立方处于闭馆状态，2019年9月5日起恢复对外参观。水立方（国家游泳中心）位于北京城区北侧，是2008年奥运会游泳、跳水等水上项目的比赛的举办地，建筑非常奇特，外墙由3000多个不规则的气枕泡泡组成，远远望去像蓝色大海中的水分子。夜晚彩灯绚丽，更是拍夜景的好地方。参观进到水立方内部，阳光透进来，才发现构成外墙的泡泡不只一层，有好几层，仿佛进入了堆叠的泡泡内部，人鱼公主的童话世界。很多人看到泡泡都有戳一下的想法，水立方外墙由那么多气枕泡泡组成，却只有一个地方能满足游客想知道泡泡是硬还是软的想法，那就是位于二层东南角170平方米的“泡泡吧”，别的地方都是不能触摸构成泡泡的这种特殊膜结构的。在“泡泡吧”也请轻轻触摸它们，爱护水立方。游泳若想和清凉的水来个亲密接触，在一层的游泳馆和水立方嬉水乐园都能满足你。在奥运健将用过的泳池中游泳，也体验一把当体育明星的感觉。泳池的深水区不能随便去，边上工作人员一直来回走动看管很严，必须有深水证才行，进入水立方时可以向工作人员提出需要当场办理深水证，经过游泳200米和踩水30秒的考核后，另付20元深水证费用即可，记得还要带好1寸照片。游泳馆更衣柜是免费的。嬉水乐园水立方嬉水乐园内有深海龙卷风（大喇叭），翻江倒海（管状高速滑道），疯狂海啸（人工造浪）等游乐设施，是一个刺激的室内水上游乐园。水立方嬉水乐园更衣柜需另付租金及钥匙牌押金，乐园内消费刷钥匙牌不用现金，若有需要，可事先在服务台充值，余款离开还钥匙牌时会退的。无论是游泳馆还是水立方嬉水乐园都有空调，一年四季恒温，冬天也可以来玩。需要注意的是参观水立方和水立方嬉水乐园都没有时间限制，但是游泳有时间限制，每场2小时包括沐浴更衣（考深水证另加30分钟），超时要收费，超时30分钟以内收费20元，超时30至60分钟收费30元，超时60分钟以上收费40元。拍摄夜景晚上水立方会亮起主打色为蓝色的灯，不时变换色彩，与旁边鸟巢（国家体育场）的红色灯光相映，好像“冰火二重天”，可以来拍摄夜景，水立方差不多晚上21:30-10:00左右关灯，只看夜景不去内部参观的也别来太晚了。除了承办水上赛事，供游客参观、游泳，也有综艺节目在水立方拍摄，比如2013年电视上红极一时的《星跳水立方》。水立方有奥运相关、水立方自身相关的纪念品出售，水立方和鸟巢间的空地中海有卖长串风筝（很多小风筝连成一串），很别致，可以放风筝玩。景区内的水和食物是比较贵的。,image/100w1f000001gwbcm12AF_D_256_180.jpg
13,2023013,中国美术馆,0,中国美术馆以收藏、研究、展示中国近现代艺术家的作品为重点，馆内展示了绘画、雕塑、手工制品等各类美术作品，堪称艺术的宝库。如果你是美术爱好者，这里一定是必到之处。中国美术馆始建于1958年，1962年竣工，壮观的仿古阁楼式建筑与黄色琉璃瓦相互映衬，显得更加金碧辉煌。馆内共分为一至五层，共17个展厅。美术馆主要展出近现代艺术家的书画作品，内容更换十分频繁，没有常设展览。如果想提前知道布展计划，可以在官网查询或打电话咨询。,image/100r1f000001gonjhD726_D_256_180.jpg
14,2023014,颐和园,20,颐和园原是清朝帝王的行宫和花园，又称清漪园，以昆明湖、万寿山为基址，按照江南园林的设计手法建造，是我国现存规模非常大，保存非常完整的皇家园林，景色极具优雅，还有很多珍贵的文物，被誉为“皇家园林博物馆”。区域概览颐和园规模宏大，全园可分3个区域：以仁寿殿为中心的政治活动区；以玉澜堂、乐寿堂为主体的帝后生活区；以长廊沿线、后山、西区为主的苑园游览区。整个园区约四分之三为昆明湖所占据，湖畔有亭、台、楼、阁、廊、榭等建筑物百余座三千余间，其中佛香阁、长廊、石舫、苏州街、十七孔桥等皆为家喻户晓的代表性建筑，也是游览颐和园不可错过的地方。泛舟昆明湖游览颐和园，除了参观金碧辉煌的殿堂建筑，乘坐景区内的游船，泛舟昆明湖上，既轻松惬意，又不误观光赏景。园内有游船码头8个：八方亭、文昌阁、玉澜堂、排云殿、石丈亭、铜牛、石舫和南湖岛，5种不同类型的游船：脚踏船、手划船、电瓶船、龙船和大型画舫。游船价格路线各异，可各取所需。园内餐饮颐和园面积较大，完整的游览完至少要4-5个小时。逛得累了饿了，可以坐下来补充下能量。园内共有三个快餐亭，分别位于知春亭、排云殿东九间和石丈亭处，主要经营日常饭菜和面食，价格相对来说还算公道。如果想要应景儿，园内还有一处专营宫廷御膳的老字号饭庄：听鹂馆，在那里可以品尝到具有宫廷风味的食物，不过价格就比日常菜贵一些了。,image/10061f000001gqux10383_D_256_180.jpg
15,2023015,颐和园长廊,0,颐和园长廊位于昆明湖的北岸，万寿山南侧，建造于乾隆年间。长廊在英法联军侵入北京时曾经被损毁，后来1888年又重新建造，目前是颐和园内最值得观赏的景点之一。长廊两侧画有大量的壁画，画作之丰富曾经上过世界吉尼斯纪录，又被称作“世界第一廊”。,image/100m1f000001gzlqvBF5A_D_256_180.jpg
16,2023016,佛香阁,10,佛香阁是颐和园的主体建筑，高41米，八面三层四重檐，建筑在万寿山前山高20米的方形台基上，南对昆明湖，背靠智慧海，以它为中心的各建筑群严整而对称地向两翼展开，形成众星捧月之势，相当宏伟。它将东边的圆明园、畅春园，西边的静明园、静宜园以及万寿山，周边十几里以内的优美风景提携于周围，把当时的“三山五园”巧妙地加成一体，使之成为一个大型皇家园林风景区。登上佛香阁，周围数十里的景色可以尽收眼底。,image/0104z12000478jkscFCE6_D_256_180.jpg
17,2023017,苏州街,10,颐和园苏州街位于北京的西北郊，是后湖两岸仿江南水镇而建的买卖街，乾隆时仿江南水乡而建，是专供清代帝后逛市游览的的一条水街，街全长三百余米，中间是一条小河，沿岸有茶馆、酒楼、钱庄、药店、当铺、绸布店、印书局等店铺。游人到颐和园后可以在此沿岸或乘小舟购物，充满仿古旅游的浓郁乐趣。,image/100p1f000001gpcsrF7A0_D_256_180.jpg
18,2023018,德和园,0,德和园是颐和园内的一个小院子，位于东宫门内，是当年慈禧太后看戏的地方，这里主要建筑有大戏台、颐乐殿和庆善堂。其中三层的大戏台是最主要的建筑，高二十多米。大戏台的三层舞台均可以相通，之前演戏时很多角色可以“上天入地”，在大戏台的底部设有水井，当年演戏时，可以通过机关在舞台上喷水。,image/100p0d0000006s0as7F36_D_256_180.jpg
19,2023019,罗红摄影艺术馆,0,罗红摄影艺术馆位于北京顺义杨林出口路，占地180亩，包括了罗红摄影画廊、黑天鹅蛋糕艺术馆和东方园林景观群三大部分。艺术馆的主体建筑外观由澳大利亚设计师设计，庭院园林景观与内部设计则分别来自韩日不同的设计师之手，由此营造了不同氛围的艺术空间。艺术馆入口为庭院园林设计，聘请韩国最有名望的园林世家传人，同时邀请了山东30多位传统石匠。艺术馆一楼为商业区，包括法式餐厅、茶厅、咖啡厅、罗红艺术纪念品商店、好利来蛋糕旗舰店等。整个功能区的设计各有风味，舒适、庄重并兼有梦幻。罗红摄影展示部分在另一个入口，艺术画廊展示厅完全处于黑色的暗调之中，大幅的摄影作品在射灯的映射下分外醒目。    ,image/100k1f000001guidz55B4_D_256_180.jpg
20,2023020,红砖美术馆,0,红砖美术馆地处北京市朝阳区崔各庄乡，采中国传统园林意象精心打造，是座怀拥自然的当代美术馆，由收藏家闫士杰和曹梅夫妇创立，2014年5月23日正式开馆。红砖美术馆期望通过有序且高品质的系列展览，结合收藏、 研究、教育、出版和公共活动，推动中国当代艺术的发展，参与国际当代艺术家（项目）交流，展开学术领域突出问题和现象研究，成为中国当代艺术的重要推动者。,image/100m1f000001gzpmg7F0B_D_256_180.jpg
21,2023021,798艺术区,0,798艺术区位于朝阳区东北，是老厂房改造的创意园区。现在已是北京的新地标和文艺青年聚集地，驻扎了很多画廊、展馆和独立艺术家，建筑也都新锐时尚，设计感十足，还有不少特色店铺，是年轻人感受文艺气息的妙处。游玩时间798艺术区的范围较大，大约长宽都在1公里左右，各个画廊和展览馆、艺术中心等分布在一座座改造的厂房内，沿路步行一一参观即可。798的展馆、艺术中心等营业时间大致在10:00-18:00左右，每周一基本都会闭馆，注意选好时间前来。观展在798逛街，主要便是感受这里的艺术气息，而观展就是最主要的内容。在园内一直有很多艺术展览，这些展览大多免费（有时个别展览会进行收费），主要展示园内驻扎的艺术家们自己的作品，大多新锐有创意，可以一一参观过去。园内最著名的展览区就是尤伦斯当代艺术中心（收费展馆，门票10元，每周四免费开放，周一闭馆），经常有精彩新奇的展览，一定要前去了解一下。文艺街道798园区内的街道也是不能忽略的看点，街上遍布着各种雕塑、涂鸦等，各有特色，还有一辆小火车头，都可以随意逛逛看看，在这里拍摄文艺的美照十分不错。商店和餐厅街上除了各个画廊和艺术中心外，还有不少的艺术品商店、咖啡馆和餐厅等，艺术品商店里售卖各种很有特色的小艺术品，如彩陶、布艺等，可以根据个人兴趣前去选购。这里的咖啡厅和餐厅环境都很文艺，餐厅内大多以西餐为主，不过价格都比其他地方贵一些。如果不想在这里用餐建议在游玩之前准备一些零食和饮用水。,image/100g1f000001gqzfv7659_D_256_180.jpg
22,2023022,798桥艺术空间,0,,image/1A0t180000013me4mD5CB_D_256_180.jpg
23,2023023,3D艺术体验展798艺术展店,0,,image/CghzflW7H_iATdynAAA-FlXAIeA738_D_256_180.jpg
24,2023024,昆明湖,0,昆明湖占据了颐和园四分之三的面积，景色秀丽，是整座园林的灵魂所在。每年夏秋季节，大量游人纷纷而至，泛舟湖上，欣赏湖畔的亭台楼阁，纵览全园美景。除了湖光水色，湖中的十七孔桥、西堤等景点也值得细细品味。游玩概览昆明湖根据水域的分割状况，可分为大湖、西湖和后湖三个部分。环湖步行一周约需2小时，夏秋季节可以乘船游湖，既轻松惬意，又不误观光赏景。园内有8个游船码头，5种不同类型的游船。游船价格路线各异，具体可以咨询景区。主要景点昆明湖东面是知春亭，据说每年春天昆明湖解冻都是从这里开始。在此不仅可以拍到全园美景，苍茫的水色还会给你很艺术的剪影效果。著名的十七孔桥横跨在南湖岛和东岸之间，桥长150米，像一条长虹架在粼粼碧波之上。它系仿著名的卢沟桥之作，桥上每个石拦柱顶部都雕有形态各异的石狮，显得精致、雄伟和美观。十七孔桥东头湖岸上矗立着一座全国最大的八角亭，附近蹲卧着一座如真牛一样大小的铸造精美的铜牛，昂首竖耳，若有所闻而回首惊顾的神态，非常优美生动，原取神牛镇水之意，现为珍贵文物。十七孔桥往南，有仿照西湖苏堤建造的西堤，6座桥亭建造的十分精致，值得一看。,image/CghzfFWwlomAAgJ1AHz6LB0EQWM693_D_256_180.jpg
25,2023025,十七孔桥,30,十七孔桥横跨在南湖桥和东岸之间，长150米，仿造著名的卢沟桥而建。桥由17个孔券组成，每个桥栏杆上都雕刻有形态各异、造型精美的石狮子，大大小小共544个，数目据说比卢沟桥的还多。日出日落时，是摄影爱好者的最爱。,image/100v1f000001h1azeFE2F_D_256_180.jpg
